Income Group,Region,1.01 Established business ownership (GEM),1.02 Total early-stage entrepreneurial activity (GEM),1.03 Political and operational stability (GII),1.04 Government effectiveness (GII),1.05 Policies for doing business (GII),1.06 Property Rights (IEF),1.07 Government Integrity (IEF),1.08 Labor Freedom (IEF),1.09 Trade freedom (IEF),1.10 Corruption Perceptions Index (TI),1.11 ICT regulatory environment (NRI),1.12 Regulation of emerging technologies (NRI),1.13 New business density (WB),1.14 Tax administration as a major constraint (WB),1.15 Tax rates as a major constraint (WB),2.01a Graduates in science & engineering (%) (GII),2.01b Researchers/Professionals engaged in R&D per million population (GII),2.01c ICT skills in the education system (NRI),2.02a GERD as a % GDP (UNESCO),2.02b GERD financed by business enterprise (NRI),2.02c GERD performed by business enterprise (NRI),2.02d R&D expenditure by governments and higher education (NRI),2.03a Mobile and internet banking transactions per 1000 adults (IMF),2.03b Robot density (NRI),2.03c Secure Internet servers (NRI),2.03d Fablabs per million population (Fablabs.io),2.04a Computer software spending (NRI),2.04b University-industry research collaborations (GII),"2.04c Trade, Diversification & Market Scale (GII)",2.05aTertiary inbound mobility (GII),2.05b QS university ranking (GII),"2.05c Research talent, % in businesses (GII)",2.05d Scientific and technical articles/bn PPP$ GDP (GII),2.05e. GitHub commit pushes received (GII),3.01a Entrepreneurship perceived capabilities (GEM),3.01b % school grads in tertiary education (GII),3.02a Ease of Access to Entrepreneurial Finance (GEM),3.02b Credit (GII),"3.02c Market capitalization, % GDP (GII)","3.02d Venture capital recipients, deals/bn PPP$ GDP (GII)","3.02e Venture capital received, value, % GDP (GII)",3.03a Bancarization (WB),3.03b Electricity access,3.03c Commercial and proffesional infrastructure (GEM),3.03d Physical infrastructure (GEM),"3.03e Electricity output, GWh/mn pop (GII)",3.03f Access to technology (NRI),"3.04a Balance of trade, % GDP (WB)",3.04b Domestic Market Scale (GII),3.05a Entrepreneurial intentions (GEM),3.05b Fear of failure (GEM),3.05c Entrepreneurship as a Good Career choice (GEM),3.05d High Status to Successful Entrepreneurs (GEM),3.05e Business Freedom (IEF),4.01 Economic Complexity Index (ECI),4.02 State of cluster development and depth (GII),4.03 Attracting and retaining talent (WTR),4.04 Foreign highly skilled personnel (WTR),5.01 Social Progress Index (SPI),5.02 Environmental performance (GII),5.03 Population below international poverty line (SDG 1 - No poverty),5.04 Prevalence of undernourishment (SDG 2 - Zero Hunger),5.05 Proportion of urban population living in slums (SDG 11 - Sustainable Cities and Communities),6.01 GDP per capita (IMF),6.02 Adjusted GDP growth per capita (SDG 8 - Decent Jobs and Economic Growth),6.03 Unemployment rate of population 15 years of age and older (SDG 8 - Decent Jobs and Economic Growth),6.04 Annual growth rate of GDP (WB),6.05 FDI inward flow as % of GDP (UNCTAD),SDG Index Score,International Spillovers Score
Lower middle income,Sub-Saharan Africa,,,0.6727272727,0.39350130229999997,0.4831866026,0.444,0.336,0.564,0.736,0.36,0.6274000000000001,0.4632,0.33455776981088864,0.002443358507329905,0.1563693552010783,,,0.3757,,,,0.0414,0.17405924082324903,,0.3226,0.5063224372810327,0.013600000000000001,0.3854497,0.26999639999999997,0.06442447769,0.0,,0.041974057179999996,0.00267477437,,0.04014102,,0.1098263175870043,0.0496726,0.1421817,0.0041277399999999995,0.22222222222222224,0.4771534230472014,,,0.01937543,0.6293,0.541205040804224,0.033524479999999995,,,,,0.42647218896266453,0.03129761071143596,0.44056280000000003,,,0.1277843925187278,0.32799999999999996,0.72342,0.64775,0.32111000000000006,0.21238254910888332,0.6712699999999999,0.885,0.0703796,0.16836397503714134,0.5842209649859945,0.9885245454545456
High income,Europe & Central Asia,0.15198839692836405,0.3566666666666667,0.8,0.59129913,0.32145694890000004,0.795,0.507,0.583,0.7859999999999999,0.47,0.9412,0.42369999999999997,0.7361816450088297,0.9042647712127942,0.49786564816895085,0.6430374999999999,0.253533,0.3757,0.7090715925782138,0.4648,0.1575,0.457,0.8679265467490989,0.0163,0.7990999999999999,0.7738318822310093,0.0496,0.33207549999999997,0.627463,0.09256250728,0.05033333333,0.2984837005,0.5727315681,0.2645416113,0.6810830581862037,0.44043750000000004,0.40630797773654903,0.2927359664873511,0.1342062,0.1282548,0.2523356,0.8730158730158731,1.0,0.3611691022964511,0.2654424040066778,0.1592317,0.6522,0.49984770393482625,0.02596987,0.33765607152703925,0.25669875335332193,0.37671654929577464,-0.061992619926199186,0.6768259497115486,0.8819032565014647,0.3261868,0.4615897350441591,0.0005037275841224959,0.8300218286451355,0.602,0.9946300000000001,0.9409000000000001,,0.6628217650822466,0.6924899999999999,0.73752,0.1307220492,0.07363680166725858,0.7879499864612513,0.7636075000000001
High income,Europe & Central Asia,0.4778916208564289,0.13888888888888892,0.7818181818,0.6872491714,0.5989583333,0.83,0.588,0.665,0.7859999999999999,0.53,0.8549,0.4474,0.9890074166346929,0.717681030653043,0.8094061259642028,0.12221080000000001,0.1944579,0.5562,0.5826467349299754,0.45,0.0971,0.2443,0.5771149293060407,,0.8079999999999999,0.9919069763765347,0.1607,0.44184840000000003,0.5596073,0.6955954450999999,0.0,0.44160636439999995,0.8272380081,0.1120837496,0.5422902785741118,0.5842149,0.3692022263450835,0.36494271648126075,0.060095539999999996,0.35937510000000006,0.107275,0.888888888888889,1.0,0.5281837160751569,0.2320534223706178,0.2710151,0.5972999999999999,0.6084281943655013,0.00654243,0.20728465083303796,0.11467571406028104,0.8049735915492959,0.5604882202668182,0.7377816479808424,0.3644230757613442,0.5149283,0.20496583902682888,0.5566189804553697,0.8513543682095551,0.58,0.99917,0.9409000000000001,,0.7849639264908709,0.6666,0.7840900000000001,0.06638926968,0.1451434857700963,0.7423238333333334,0.6296641666666667
High income,Europe & Central Asia,,,0.8181818182,0.7031452558,0.42068545020000003,0.885,0.603,0.561,0.7859999999999999,0.54,0.8706,0.6236999999999999,0.6998648385303041,0.7421146157263439,0.6431513517561597,0.5538401000000001,0.4728592,0.6775,0.8473284303585041,0.4401,0.3187,0.6717,0.9081390111957954,0.2502,0.8874,0.7247022125188555,0.2532,0.5911094,0.6461635,0.3830764068,0.3153333333,0.6213670481,0.5316961926,0.3854565949,,0.4256553,,0.1881730401984482,0.03908718,0.045305859999999996,0.06346464,0.9206349206349206,1.0,,,0.3665383,0.6890999999999999,0.6094205913996177,0.10354799999999999,,,,,0.7813214324589093,0.4803555842148749,0.481625,0.6815530744875853,0.502216401370139,0.9012129781217443,0.599,0.9987600000000001,0.9409000000000001,1.0,0.7735259872563197,0.73503,0.9295300000000001,0.03544223443,0.1725137606823185,0.804654480479692,0.6758633333333335
High income,Europe & Central Asia,,,0.9090909091,0.9042785412000001,0.7241574923,0.975,1.0,0.648,0.7859999999999999,0.88,0.9647,0.7763,0.9241066520199495,0.9597956463793869,0.9816520632067701,0.45725560000000004,0.8825793000000001,0.8698,0.9658636040177777,0.7371,0.4832,1.0,0.8520631780355596,0.34840000000000004,1.0,0.9999217261694205,0.4927,0.6536021,0.6215506,0.2795763945,0.5853333332999999,0.7096901418,0.9326125376000001,0.37235656079999996,,0.5381976,,0.6237963568033408,,0.38099829999999996,0.2826964,1.0,1.0,,,0.24086020000000002,0.7376,0.712642641309668,0.0812927,,,,,1.0447371285512135,0.8160106791251859,0.6025623999999999,1.1514747542076318,0.7399758210759622,1.0339212184352833,0.779,0.9978,0.9409000000000001,1.0,0.9679504158986901,0.78848,0.85177,0.04855707586,0.11854900897098711,0.8563329922969188,0.6622883333333333
Upper middle income,Latin America & Caribbean,,,0.7090909091,0.4257883708,0.5315826734,0.551,0.332,0.53,0.67,0.3,0.9706,0.2658,0.482118430199091,0.34895601954686795,0.4993634389275818,,,0.2515,,,,,0.6593922893547628,,0.3865,,0.0177,0.3718059,0.39766530000000005,,0.0,,0.01009849735,0.025057592070000002,1.0292512702900416,0.39500929999999995,,0.14650766314106892,,,,0.22222222222222224,1.0,,,0.08950087,0.5874,0.30802725260680014,0.04759449,0.9897101106778526,0.5366419441376046,0.9004841549295773,0.9703661652001137,0.6768259497115486,0.45531162723584256,0.4899933,,,,0.42200000000000004,0.99752,0.80378,0.84111,0.5499203498203811,0.67117,0.72268,0.1227199023,0.2786263273018312,0.7076132450980392,0.9371945454545457
Upper middle income,Latin America & Caribbean,,,0.5636363636,0.4025046732,0.3278832038,0.316,0.365,0.565,0.6559999999999999,0.36,0.7646999999999999,0.23420000000000002,,0.33340737450022195,0.48138994982400957,0.22826180000000001,,0.3107,,0.0019,0.049100000000000005,0.21289999999999998,,,0.474,0.5807976215236541,0.19640000000000002,0.3452594,0.4470645,0.02031373081,0.05033333333,,0.17114294430000002,0.0253167521,,0.30349509999999996,,0.2226030402509035,,0.010631429999999999,0.04872998,0.4285714285714286,0.9801696532720778,,,0.08546646000000001,0.5543,0.5606956266815439,0.04398133,,,,,0.5004898225753781,0.042164525013493014,0.37566659999999996,,,,0.465,0.9505500000000001,0.70686,0.81,0.43550846284580347,0.41736000000000006,0.7784300000000001,0.04235251242,0.05036621489090818,0.7154977399626516,0.9718445454545455
Lower middle income,Middle East & North Africa,-0.017219391758587603,0.0633333333333333,0.6,0.3796152929,0.6039806207,0.397,0.27899999999999997,0.33399999999999996,0.602,0.33,0.8765000000000001,0.31579999999999997,0.059703470461725285,0.657707685473123,0.7285254249981278,,0.09466783,0.6036,0.6323959582950488,0.0481,0.0073,0.6386,0.15388701866489196,0.001,0.302,0.6301579586181788,0.1912,0.4697828,0.5285408,,0.1976666667,0.0738416933,0.2709245416,0.01336263399,0.576691907708733,0.2408957,0.48051948051948046,0.1763688377923146,0.05263574,0.09401635000000001,0.1476268,-0.1587301587301587,1.0,0.3611691022964511,0.6327212020033387,0.09372852,0.7077,0.3092905688385928,0.309046,0.999556894718185,0.021571721634843055,0.6669894366197182,0.7466931592392846,0.21965821269184707,0.9403177536831607,0.6991988,,,,0.355,0.97342,0.8723400000000001,0.96556,0.354684785571631,0.75447,0.66685,0.03326742091,0.1065161242945556,0.6866470336134454,0.9881819999999999
Lower middle income,Latin America & Caribbean,,,0.6545454545,0.420242018,0.2903343836,0.43,0.34600000000000003,0.546,0.6859999999999999,0.34,0.6529,0.1895,0.19224664358191518,0.5866281652598844,0.665618213135625,0.417992,0.0067282900000000005,0.1331,0.11427746191629974,0.3892,0.013500000000000002,0.0814,0.5146220545980406,,0.3914,0.8545156489194484,0.047400000000000005,0.29763059999999997,0.4441687,0.00917154672,0.0,,0.01630650596,0.023554211559999996,,0.17871009999999998,,0.2234161359798962,,,,-0.015873015873015886,1.0,,,0.04498397,0.5504,-0.08863586004361311,0.011882060000000002,,,,,0.5157287471427016,0.4530557414364797,0.3477346,,,,0.408,0.9902200000000001,0.79905,0.78,0.3731545865883153,0.49386,0.7920100000000001,0.1027847612,0.0944362469795797,0.6960319236694675,0.8926290909090909
High income,Europe & Central Asia,,,0.8545454545,0.7863509945,0.5793690681,0.9209999999999999,0.8320000000000001,0.619,0.7859999999999999,0.74,0.9118,0.8131999999999999,1.1278429658127895,0.913149711239449,0.7315210065153898,0.6086029,0.4404627,0.8669,0.8102515389703686,0.6073,0.2586,0.7249,0.9726965119727444,0.050499999999999996,0.9051,,0.1361,0.5001981,0.6267736,0.2955183832,0.1693333333,0.5028602236999999,0.6645028523000001,0.40179435410000003,,0.4855177,,0.4741408310753087,,1.0,1.0,0.9841269841269841,1.0,,,0.20656829999999998,0.7148,0.5271851256842565,0.010406599999999998,,,,,0.8357461630564929,0.883800824097348,0.4865936,0.8248625229128479,0.6170662905500706,,0.614,0.9998600000000001,0.9409000000000001,1.0,0.7834809060569199,0.7885800000000001,0.81465,0.08013462924,0.23296391608991124,0.8061592044817927,0.6360258333333334
Low income,Sub-Saharan Africa,,,0.49090909089999996,0.3781192002,0.352836887,0.304,0.345,0.391,0.564,0.39,0.2235,,0.23740838854419866,0.67992003553976,0.7524900771362242,,,0.34020000000000006,,0.0182,0.0016,0.2208,,,0.14300000000000002,0.0,0.0,0.39649120000000004,0.3828004,,0.0,,0.23743910759999998,0.00210628353,,0.043697309999999996,,,,0.013870070000000002,0.00081706,,0.1566753620150502,,,0.005318580000000001,0.48969999999999997,0.3119735646185669,0.06513096,,,,,-0.037226515728747314,0.2048230389629622,0.37681159999999997,,,-0.03543434042764318,0.318,0.92025,0.61702,0.26444,0.031621491052139704,0.70746,0.8615,0.05637303008,0.37186928853254364,0.5801353287426081,0.9916336363636364
High income,Europe & Central Asia,,,0.8545454545,0.9167847845,0.7153632641000001,1.0,0.976,0.655,0.7859999999999999,0.88,0.9647,0.9447,0.8009766196539043,1.0175477565526432,0.969669737137722,0.6243312,0.8636349,1.0,0.9602081180818427,0.6718999999999999,0.5174,0.8565,0.9157071266425896,0.2389,0.9025,0.9163519607869938,0.4289,0.6702201,0.650582,0.2144505035,0.5013333333,0.7212254101000001,0.7877504039000001,0.4822792842,0.12116688744340531,0.6151651,,0.5163229922845245,,0.4750369,0.42930549999999995,1.0,1.0,,,0.6109788,0.7637,0.5418676346158702,0.06400792,0.10251486864390091,0.289837462521698,,,0.9554805703711766,0.793541918483299,0.6116895999999999,0.8015330778203632,0.421619987910538,1.0319367961502206,0.765,0.9987600000000001,0.9409000000000001,1.0,0.9091363107043026,0.73452,0.75374,0.02973229356,0.2680087601998469,0.8650873739495798,0.7362608333333333
High income,Europe & Central Asia,0.05165817527576274,0.17888888888888885,0.7636363636,0.7657761933,0.6200064023,0.93,0.755,0.5920000000000001,0.7859999999999999,0.71,0.9588,0.8184,0.775010298141127,0.8331852509995556,0.5682618138246087,0.5548875,0.5646213,0.5266,0.8965959732014953,0.7018000000000001,0.4093,0.6656,0.7688896272173897,0.2429,0.8377,1.028627488532398,0.496,0.4981736,0.8668544,0.2444108716,0.7353333333000001,0.767689465,0.3577133265,0.2827522067,0.23702524763241659,0.44484250000000003,0.9628942486085341,0.47337476558303826,0.347178,0.47757269999999996,0.5035643000000001,0.9841269841269841,1.0,0.7787056367432152,0.7328881469115193,0.38191090000000005,0.8583,0.48818741804548527,0.746467,0.19546850998463905,0.30403976645100217,0.5100792253521127,-0.006925915413000277,0.8096222923696527,0.7581643821004524,0.577047,0.8815197467088818,0.6251259318960306,0.923041623257429,0.625,0.9978,0.9409000000000001,1.0,0.8673212023181389,0.7169500000000001,0.7228,0.06816589136000001,0.041054371817051204,0.8123940518207281,0.5776758333333334
Upper middle income,Europe & Central Asia,,,0.6727272727,0.6666353648000001,0.6433672905000001,0.5429999999999999,0.629,0.621,0.86,0.55,0.9235,0.4579,0.8563836279170806,0.8864948911594847,0.8348685688609302,0.309382,0.1951906,0.5325,0.23832004023828926,0.0206,,0.2429,0.8892012038597203,,0.6511,0.9031754893298616,0.0689,0.456139,0.5715574999999999,0.232342822,0.0,,0.203370405,0.05370998096,,0.4332878,,0.32481784807594793,,,,0.5238095238095237,1.0,,,0.1464123,0.7004,0.12958228130486305,0.011729290000000002,,,,,0.6267551975617719,0.3518439665756085,0.5023133,,,0.6343081807808703,0.391,0.98017,0.7943300000000001,0.62111,0.44790450182811753,0.6792900000000001,0.55547,0.1046553729,0.5278433942796251,0.7335341274509801,0.9366229999999999
High income,Europe & Central Asia,0.1880411259341559,0.17444444444444443,0.8181818182,0.7901119566,0.7220114866999999,0.948,0.894,0.528,0.7859999999999999,0.8,0.9353,0.7421,0.46254475550066,0.8976010661928032,0.9561896203100427,0.8911843,0.6182996,0.4675,0.9795044207527036,0.7978000000000001,0.5539999999999999,0.9068,,0.5918,0.9167000000000001,0.7819200258700908,0.45020000000000004,0.6485577,0.9581457,0.2693881325,0.7216666667,0.7351252105,0.38915669459999996,0.36818808599999997,0.010053579548824573,0.4805948,0.7402597402597402,0.3996806831576455,0.1962781,0.3050554,0.29956669999999996,1.0,1.0,0.9039665970772445,0.43238731218697823,0.3384991,0.7748999999999999,0.6676849396094834,1.0,0.024134467682854786,0.49813792015149133,0.11703345070422545,0.7662787397104742,0.8422771307282028,-0.3357300034364718,0.6852992,0.8915180803199464,0.7460205520854322,0.9887756114501166,0.624,0.99669,0.9409000000000001,1.0,0.8979695913484228,0.69477,0.8954300000000001,0.02626987267,0.06268810429438791,0.8217873893557421,0.6070158333333333
Lower middle income,Sub-Saharan Africa,,,0.6545454545,0.4641453159,0.5352151394,0.505,0.45299999999999996,0.5579999999999999,0.63,0.43,0.7646999999999999,0.3184,,0.21123944913371817,0.3121395940987043,0.19348289999999999,,0.4083,,0.0007000000000000001,0.0001,0.33390000000000003,0.38635503846037644,,0.32539999999999997,0.27981335833466414,0.0068000000000000005,0.4475923,0.40621720000000006,0.02718784837,0.0,,0.1980725631,0.00994679679,,0.1008997,,0.01876514005579031,0.04982456,0.1081517,0.0471418,0.49206349206349215,0.7564066073611695,,,0.02984613,0.47,0.5704487797771715,0.04148333,,,,,0.2675519756177205,0.06056026399559663,0.5281515,,,0.39543334821650034,0.27699999999999997,0.86708,0.85579,0.6755599999999999,0.20763896958665157,0.66228,0.8416899999999999,0.053564778970000004,0.28850862744144723,0.6344027633053222,0.9697890909090909
High income,Europe & Central Asia,1.0123256279522876,-0.01222222222222224,0.7272727272999999,0.5927555928,0.41107865169999996,0.767,0.529,0.607,0.7859999999999999,0.49,0.898,0.4289,0.521717006583557,-0.34406930253220813,-0.19111810080131816,0.6039341,0.4593439,0.3757,0.7636681407903787,0.4965,0.1822,0.5451,,0.0285,0.7256999999999999,0.8555344571644212,0.5521,0.3200053,0.6217936000000001,0.0927639799,0.2243333333,0.3347384254,0.6060664142000001,0.14072857519999998,0.3257972676407205,1.0,0.40630797773654903,0.32057671443784275,0.08834244999999999,0.01726464,0.03681933,0.9206349206349206,1.0,0.6116910229645094,0.39899833055091827,0.21066600000000002,0.605,0.34552055376017793,0.07439064000000001,0.09936389775099454,0.0711219820104151,0.4284330985915495,0.24002270791938696,0.6376401436812885,0.7562198672255005,0.34661200000000003,0.3916013997667054,0.09721942373564375,0.832998462072729,0.562,0.99601,0.9409000000000001,1.0,0.7055724515732179,0.55193,0.4387,0.08434425502,0.22805721330246484,0.7680567591036414,0.727955
Upper middle income,Latin America & Caribbean,0.9260647860621081,1.0766666666666667,0.5636363636,0.34896358159999996,0.3650354544,0.392,0.249,0.501,0.746,0.25,0.5255,0.2026,0.27362737647137847,0.7487783207463349,0.8198906612746201,,0.0,0.1479,-0.19112160220420307,0.1367,0.0007000000000000001,0.0,-0.9546076494822631,,0.3729,0.577196643600711,0.0127,0.39686210000000005,0.46588250000000003,0.00538738856,0.0,0.03973632369,0.02120152476,0.021568012159999997,0.7850787876391389,0.1248221,0.10946196660482371,0.1643213809439532,,,,,0.949221724417292,0.4864300626304803,0.5325542570951585,0.03527661,0.48310000000000003,0.18311620121034963,0.03461102,0.7959254007641104,0.3870443427489348,1.075,0.6862333238717002,0.5396756286056382,0.5956563756044678,0.47605,,,0.28157711961105314,0.28,0.91061,0.60284,0.6555599999999999,0.37300548346542456,0.60523,0.88244,0.07980769506,0.3470656508391071,0.6100223032212885,0.8742272727272727
Lower middle income,Latin America & Caribbean,,,0.5818181818,0.3686610118,0.2422656218,0.38299999999999995,0.23399999999999999,0.384,0.716,0.23,0.7646999999999999,0.1632,,-0.04642381163927151,0.09495993409720647,0.21096240000000002,,0.0828,,0.1282,,0.004,0.6355401884755804,,0.3667,,0.20850000000000002,0.3208869,0.3984492,0.02131387938,0.0,,0.032124868790000004,0.01205760063,,0.1477817,,0.2536459994222064,,0.05625037,0.01421189,0.015873015873015886,0.882858003371021,,,0.05172954,0.39049999999999996,-0.04363886041403921,0.01099922,,,,,0.43082616741047114,0.29883496529784853,0.4243915,,,0.3053901870318003,0.365,0.7691500000000001,0.6808500000000001,0.55,0.2593391275548774,0.42523000000000005,0.69087,0.1253409602,0.21132640741840578,0.6306797392623716,0.9450581818181818
High income,Europe & Central Asia,0.598399910247224,0.21000000000000002,0.8181818182,0.6221382217,0.42989246049999996,0.695,0.44799999999999995,0.613,0.7859999999999999,0.43,0.9412,0.5553,0.7128709075320848,0.808751665926255,0.7899348461019996,0.2030518,0.4993147,0.4497,0.7824270342381183,0.6542,0.32280000000000003,0.32020000000000004,0.8878687362426511,0.1711,0.8298000000000001,0.4944207879017357,0.2451,0.4559669,0.638495,0.3360782419,0.201,0.7144463604000001,0.37412222829999997,0.2532302637,-0.012287708337452397,0.33465130000000004,0.6660482374768089,0.2798925771494719,0.06935324,0.06761872000000001,0.026213280000000002,0.8095238095238095,1.0,0.6534446764091861,0.6327212020033387,0.1745729,0.7395999999999999,0.5436782853490362,0.07894972,0.06962660994919061,0.6310083635789807,0.41544894366197194,0.24967357365881368,0.7073037988461955,0.7206714565548672,0.4888653,0.32494584235960683,0.2382631472899456,0.7280721337500619,0.551,0.99408,0.9409000000000001,1.0,0.6838221365160477,0.7931,0.87059,0.07117315315,0.2540147720184451,0.7900822472864145,0.8091933333333334
High income,Europe & Central Asia,,,0.9090909091,0.8252141252,0.660125494,0.968,0.8390000000000001,0.677,0.804,0.74,0.8706,0.7368000000000001,0.9336066264169373,,,0.29348420000000003,0.6982066,0.8491,0.9121640418012127,0.47740000000000005,0.4411,0.6697,,0.057,0.8963,1.4903017306454245,0.28059999999999996,0.568078,0.5277583,0.2250323585,0.0,0.5204514593999999,1.0,0.5446630667,,0.5087622,,0.18633213825076228,,0.6305734000000001,0.5342485,1.0,1.0,,,1.0,0.6391,0.49205386084194436,0.0027956599999999997,,,,,0.920648742788723,,0.5171378,0.8015330778203632,0.5163207737255692,1.0091159398720049,0.628,0.9987600000000001,0.9409000000000001,1.0,0.9950665051913874,0.58198,0.875,0.044030447859999995,0.05806956707973004,0.7886805457516339,0.513561
Lower middle income,South Asia,0.7659924585110104,0.28111111111111114,0.6181818182,0.5802772843,0.40580924349999997,0.49700000000000005,0.42200000000000004,0.581,0.598,0.4,0.8353,0.6395000000000001,-0.041985338755604534,0.5621945801865836,0.7824458923088445,0.8197288,0.02738839,0.2929,,0.4546,0.063,0.3689,0.7355512092208594,0.009899999999999999,0.4926,0.2842213263517316,0.2118,0.5070444,0.8587623999999999,0.0028815394399999998,0.46,0.4136229419,0.1520013447,0.03804577959,0.9760671424899663,0.17536490000000002,1.0,0.2640385300650811,0.3267878,0.30415559999999997,0.818527,0.6507936507936508,0.9827562202365895,0.736951983298539,0.666110183639399,0.05602,0.6744,0.47456450620008883,1.0,0.2679408405214857,-0.013460628057440341,0.9715669014084507,0.8900369003690038,0.5070207902470881,1.4453651902840536,0.424197,0.694884185969005,0.4599032843038484,0.2810810140397875,0.18899999999999997,0.9186,0.6383,0.6133299999999999,0.21682638153297745,0.5631499999999999,0.8077200000000001,0.08681228730999999,0.11899862782334614,0.6031751799719888,0.9928627272727273
Lower middle income,East Asia & Pacific,0.4778916208564289,0.12999999999999998,0.6545454545,0.5765336818,0.6523611545999999,0.385,0.39299999999999996,0.595,0.7879999999999999,0.38,0.5647,0.6211,,0.8820524211461572,0.9576874110686737,0.335773,0.043822400000000004,0.7219,0.27049982777302234,0.0981,0.0043,0.175,0.7758810454921865,0.0076,0.6015,0.1397284596985001,0.3421,0.6639422,0.8765011,0.00181058153,0.3586666667,0.08847557496,0.02092480456,0.0297902747,0.8378674944146781,0.2229342,0.7773654916512057,0.2349532790447592,0.1748248,0.07771665999999999,0.2801429,0.23809523809523814,0.947406471721598,0.5281837160751569,0.699499165275459,0.050397080000000004,0.7354999999999999,0.6029249457952208,0.7933397999999999,0.4227322856355114,0.9535584661511757,0.6047095070422535,0.7024127164348568,0.6441711113529985,1.1020307632402115,0.6837627000000001,0.534910848191968,0.6956477936731814,0.4418192191298308,0.282,0.97493,0.84634,0.66222,0.363985462789286,0.69036,0.84823,0.03691240112,0.14279234336520724,0.6916225016339869,0.9755999999999999
Lower middle income,Middle East & North Africa,0.8809919701736741,0.4988888888888889,0.4545454545,0.2839323225,0.2199441195,0.25,0.196,0.507,0.5579999999999999,0.25,0.8471,0.2237,0.2838136764110135,,,0.9980716,0.1890993,0.30469999999999997,,,0.0547,0.5609000000000001,,,0.6218,0.45269453387138137,0.3019,0.27680710000000003,0.4692636,0.01972400923,0.258,,0.6294096558,0.00986790476,0.5895430910061488,0.3746599,0.1836734693877551,0.2708106985751369,0.9652295,,,0.8412698412698413,1.0,0.027139874739039834,0.2654424040066778,0.1887259,0.5499,0.5684562490778886,0.26580349999999997,0.43139745559100406,1.0567618747041188,0.19779929577464803,0.9385750780584728,-0.04593447262436065,0.3633564059648589,0.44350589999999995,,,0.3686436473681598,0.345,0.9990399999999999,0.8699800000000001,0.73444,0.728078280894721,0.39843000000000006,0.58138,0.047197777319999995,0.009102482477598917,0.6858759957983195,0.9760927272727276
High income,Europe & Central Asia,,,0.8181818182,0.8158328274,0.7464968363,0.929,0.828,0.612,0.7859999999999999,0.74,0.9765,0.6289,0.8339546133749204,1.004220346512661,0.9352205496892084,0.5724419000000001,0.5465682000000001,0.7751,0.706648485876812,0.7767000000000001,0.23879999999999998,0.2511,,0.0796,0.9304000000000001,0.9634570756322834,0.5891,0.6924811,0.5655434,0.2855609864,0.48,0.6705170149,0.2866686119,0.4395839178,0.4183257873821152,0.4920817,,0.2812443835091138,0.1398366,0.3373446,0.1472054,1.0,1.0,,,0.3143402,0.7432,1.5098619153790012,0.124366,0.20984481468352437,0.12161906264794078,0.4775088028169014,0.7770650014192451,1.0055513225209534,0.4050014041033648,0.5879699,1.0348275287452091,0.8931090066492041,0.96322617452994,0.574,0.99848,0.9409000000000001,1.0,1.0690378358690622,0.98533,0.78264,0.13588247109999999,0.27094152042214925,0.8066298319327729,0.6121683333333334
High income,Middle East & North Africa,0.17027231597417827,0.15666666666666662,0.7090909091,0.733109324,0.5840608279,0.823,0.627,0.569,0.826,0.59,0.7118000000000001,0.9158,0.6507609658673982,0.9864504664593514,0.8483486856886093,0.3163911,,0.8077,1.1397683889954346,0.47090000000000004,1.0,0.4854,,0.1063,0.7518,0.8335190522481504,0.20739999999999997,0.7763137,0.6222637,,0.3833333333,,0.5962484072,0.4891704088,0.018159710551809937,0.3892202,0.8144712430426716,0.3807300557441691,0.217212,1.0,1.0,0.888888888888889,1.0,0.2776617954070982,-0.3689482470784641,0.3866507,0.725,0.6339815123412313,0.09289895,0.2549430855882469,0.2248224712008837,0.39630281690140845,0.7662787397104742,0.9554805703711766,0.7723386631727766,0.561497,0.581569738376937,0.5949022768486801,0.8511063154239222,0.48200000000000004,0.99697,0.9409000000000001,1.0,0.9287173579974631,0.6327900000000001,0.8348399999999999,0.08611990348000001,0.5308155947521345,0.7350514869281045,0.6215533333333334
High income,Europe & Central Asia,,,0.6909090909,0.5832536823000001,0.4634145498,0.812,0.611,0.706,0.7859999999999999,0.56,1.0,0.6184000000000001,0.6425629446627856,0.4977787649933362,0.6386579794802666,0.446138,0.3054757,0.5178,0.769915034990789,0.6918000000000001,0.24480000000000002,0.4557,,0.3236,0.7929,0.9894940776182245,0.5461,0.5819983,0.8351779,0.07489971794,0.4913333333,0.5911594726,0.47850195679999996,0.11769700220000001,0.15972043733565314,0.4288726,0.33209647495361777,0.3574982668886987,,0.07439493,0.043969699999999994,0.9523809523809523,1.0,0.3611691022964511,0.13188647746243726,0.2273425,0.7565999999999999,0.5944607936198733,0.6055973,0.09503131277324826,0.2661669559728579,0.34722711267605644,0.018904342889582853,0.7138347665179056,0.5823699504274705,0.7021263000000001,0.4349275120813199,0.35915776747934713,0.9022051892642755,0.5770000000000001,0.9869100000000001,0.9409000000000001,1.0,0.8154205274003825,0.63193,0.64539,0.06737277123,0.03462200267000426,0.7833741904761905,0.7359108333333332
